Contig	Length	SNPs	pi_A	pi_B	pi_C	pi_A_B	pi_A_C	pi_B_C	Fst	Fst_A_B	Fst_A_C	Fst_B_C
Cluster_representative_33070	1311	18	0	0.000333206877152312	0.004202202715084	0.000173713792191515	0.00702279453303241	0.00697964921097158	0.680067777135221	0.0409314282168208	0.700816911607016	0.675097597662435
Cluster_representative_26801	3150	32	6.95803435529463e-05	0.000532807743155269	0.00231054241557519	0.000318246306377809	0.00220871738546807	0.00227291276681912	0.393123859047493	0.0535819668035911	0.461197984226547	0.374514015619339
Cluster_representative_39117	1098	17	0	0.000719792205646025	0.0031910318644972	0.000374704934562793	0.00329387949482476	0.00339622891895448	0.446436320775408	0.0395213149702962	0.515611929715273	0.424240214150941
Cluster_representative_13841	1515	16	0	0.000291761311135851	0.00290182819156837	0.000151396689577534	0.00419114936634454	0.00416512808722083	0.624622493883569	0.0364343105849972	0.653814748900335	0.616627695976195
Cluster_representative_17369	1173	8	0	0.000124887945386707	0.000979638825814348	6.49962502163337e-05	0.000647579381013066	0.000712575631229399	0.224975762014604	0.0392680733809248	0.243614872139835	0.224975762014604
Cluster_representative_39118	1485	10	0	0.000109716723138129	0.00231454366929049	5.61569672287646e-05	0.00275605781428563	0.00273784329709482	0.56320089662267	0.0231245689321173	0.580098854005642	0.557268234635444
Cluster_representative_36935	342	3	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_29642	654	7	0	0.00134947196129837	0.00370639345385573	0.000727764670080007	0.00759553935001065	0.00722137094407895	0.674752580751425	0.0728651604164751	0.756015123939123	0.649937286541167
NODE_941579_length_386_cov_1.19691_1_len_147_M	147	5	0.00318143660286926	0.00599909278209226	0.00309392987964417	0.005095609631034	0.00463360997406391	0.00685987969137697	0.260088866475472	0.0991726162607751	0.322842608933526	0.337231622796056
Cluster_representative_16091	1368	24	0	0.000645104265948018	0.0046742699080401	0.000335200748847519	0.00399318408590467	0.00409808142389557	0.368730140166521	0.0377344499288812	0.414718955164181	0.350992132199804
Cluster_representative_24165	1245	13	0	0.000552071556565962	0.00155273880509849	0.000290420316721267	0.00225246392769583	0.0023649688163738	0.571134193384904	0.0495300693859224	0.655324379226158	0.555002512698719
NODE_32812_length_3079_cov_3.29607_3_len_72_O	72	0	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_19019	1350	20	0	0.000670201691411819	0.00434398015050948	0.000348384933669906	0.00553318360873021	0.00555581541921458	0.561597139804913	0.038130489238043	0.60746105156753	0.548744741898738
Cluster_representative_44628	1317	20	7.25265482070328e-05	0.000573322507232336	0.00461598768298383	0.000332137842692873	0.0075368609772482	0.00743566932970469	0.656193999963012	0.0277394316121576	0.688961077738846	0.651052920717881
Cluster_representative_44539	195	0	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_16169	822	3	0	0.000364372557755304	0.00084090985815595	0.00118352707196128	0.000970430094084296	0.000691350963581961	0.576396523328731	0.846064967000931	0.566733418881946	0.128313635619628
Cluster_representative_25609	963	9	0	0.000317239797342088	0.00158979426038236	0.000163778626172906	0.00247369769594588	0.00248602255787671	0.627786771815177	0.0314981730058955	0.678660358743944	0.616448762364966
Cluster_representative_12427	1449	11	5.09164785324482e-05	0.00015567636319899	0.00121647041284554	0.000106659098536339	0.000933936807467264	0.000987798989343535	0.298428891809334	0.0315273400653562	0.321481452896685	0.305452429670724
Cluster_representative_33699	108	3	0	0	0.0139211010482449	0	0.0126223336056071	0.0126223336056071	0.448552800012317	NA	0.448552800012317	0.448552800012317
Cluster_representative_32107	519	3	0	6.4908333097047e-05	0.000964985851493676	3.29862020657124e-05	0.000932146018851221	0.000965132220916934	0.466449175423725	0.0161290322580645	0.482384823848239	0.466449175423725
Cluster_representative_45667	219	1	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_44447	2247	32	0	0.000386349661642057	0.00336339686737601	0.000201286069358337	0.00308545842681828	0.00317808318291962	0.419977342761552	0.0402970685610103	0.454959944016433	0.410061613684184
Cluster_representative_31468	279	0	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_647	444	3	0	0.000171208572229691	0.00225980957098416	8.87984758952501e-05	0.00224170105084427	0.00224104812087446	0.468228632707641	0.0359712230215826	0.495960986828938	0.457615809189927
Cluster_representative_133	1026	19	0	0.00115835141474386	0.00475023756614157	0.000614028658987678	0.00670772934182308	0.00688812640770894	0.584191622463666	0.0567611154717269	0.645913145561526	0.571103328310529
Cluster_representative_11525	387	3	0	0.000250522357770094	0.00191757257803438	0.000131896856658093	0.00312685792305875	0.00303756129339582	0.655656591786593	0.05030959752322	0.693370689487776	0.643119146185086
Cluster_representative_11830	648	5	4.53804610106434e-05	0.000415100896216666	0.00195526405424706	0.00148122844057293	0.00267552731449758	0.00176985825021777	0.592390290759814	0.844560992547106	0.626121455681458	0.33035175269769
Cluster_representative_45262	792	18	4.34719500402891e-05	0.000817187156650869	0.00732957686735352	0.000443696045761718	0.0122906528171681	0.012120426615547	0.670476364546641	0.0301253359001483	0.700054629844608	0.663924204880938
Cluster_representative_12935	801	6	0	0.000166013180964659	0.00309179810104769	8.60166993615168e-05	0.00417825624747519	0.00414440403708754	0.612565533407854	0.0349944708589243	0.630013345529492	0.606962635295839
Cluster_representative_33521	2430	27	0	0.000521247714082153	0.00329650383234317	0.00027452794113586	0.00275825897170835	0.00285574098507639	0.35166282429035	0.0506472457311835	0.40243032540533	0.331565508500906
Cluster_representative_33525	1866	36	0.000150703085692371	0.00184218178388579	0.00450114899235352	0.0066525257242664	0.00620026036199366	0.00405081426185897	0.61581948648861	0.850215921577821	0.624866392179206	0.217030161569507
Cluster_representative_16436	1926	26	0	0.000595285755413683	0.00457104199722544	0.0003098358007821	0.00442162550252521	0.00449911525997606	0.440302811290325	0.0393528541391306	0.483103895319165	0.42585070018115
Cluster_representative_22703	1836	23	0	0.000494561797925586	0.00304382429599097	0.000259569528208661	0.005232763313427	0.00519214950485324	0.668829431396896	0.047342341493912	0.70915708262777	0.659256143278508
Cluster_representative_18275	1137	10	0	0.000326506992765556	0	0.0001714922136081	0	0.0001714922136081	0.0480413486535872	0.0480413486535872	NA	0.0480413486535872
Cluster_representative_24959	459	3	0	0	0.00309118699633492	0	0.00251710436756322	0.00251710436756322	0.385963681885892	NA	0.385963681885892	0.385963681885892
Cluster_representative_49120	2070	44	6.35633195721914e-06	0.000525705397231378	0.00466279074353323	0.000276491414352832	0.00383377377905127	0.00398874405526342	0.358581733490858	0.0378331811243329	0.391050783825081	0.349607787704749
Cluster_representative_11239	720	14	0	0.000273984765862423	0.00632364829628211	0.000140947651162019	0.00736576708440179	0.0073364110676475	0.55550918656789	0.028061966256261	0.570740682957959	0.550350096163564
Cluster_representative_16230	1365	11	3.94321080993514e-05	0.000893797589614754	0.00152117633618572	0.00269938095896085	0.00227765470456969	0.00157064153608393	0.62514858948081	0.827140053237732	0.657408903739008	0.231214166212072
Cluster_representative_42668	273	0	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_27046	480	6	0	0.0005545574497608	0.00227867726664885	0.000292184960270896	0.00426376814036894	0.00416633969594902	0.675173170348319	0.0510164362213436	0.732785978079512	0.659985152055119
Cluster_representative_42667	714	14	0	0.000868251352200397	0.00313636064262447	0.000452382652781974	0.00359323707955011	0.00385589948810293	0.493184553108713	0.0403573757072734	0.563574491024517	0.480716236616025
NODE_358661_length_941_cov_1.83784_1_len_75_F	75	0	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_22816	1188	19	0	0.0008035208353361	0.00234048773149327	0.00042175199902774	0.00275462379443089	0.00290544165255042	0.483047856214016	0.0474012723253864	0.575171074862362	0.458944810667676
Cluster_representative_36667	2067	31	3.08732196206071e-05	0.000796989878636348	0.0058305713640354	0.000430543762898679	0.00663578069469834	0.00662195268908065	0.513566653352832	0.0385842629756339	0.558345517028689	0.499576518146954
Cluster_representative_7030	774	10	2.50871779433531e-05	0.000841535667064983	0.00314133288915917	0.00480031753343512	0.00530601476073707	0.00262994856882826	0.685311922901227	0.909732758408986	0.701619745714515	0.242785846949344
Cluster_representative_7036	204	2	0	0	0.00219124258566625	0	0.00326797385620915	0.00326797385620915	0.664739884393064	NA	0.664739884393064	0.664739884393064
Cluster_representative_7037	354	2	0	0.000245664125722065	0.00148671299368047	0.000128545182063871	0.00477323085892228	0.00468661457744577	0.819325558548652	0.0444444444444445	0.844265547003509	0.815178196246438
Cluster_representative_42445	1065	13	0	0.000605930881172196	0.00142777814992499	0.000315834634465883	0.00381816585008993	0.00392310034676985	0.747587988077521	0.0407466201468006	0.813028269857455	0.740803337751522
Cluster_representative_46160	888	14	0.000216034241521329	0.00110418236377588	0.00313052869515366	0.00405799847687988	0.00464289639709492	0.00274486176901146	0.611144510644633	0.837331554851605	0.63960396157354	0.228611235229044
Cluster_representative_46161	747	12	0	0.000529319156488428	0.00335642571608205	0.000273221144890118	0.0033673041074654	0.00344075908680511	0.451265520990071	0.0313356663860967	0.501615296842247	0.435336102508334
NODE_19107_length_1805_cov_3.48033_1_len_84_A	84	1	0	3.00245882913111e-05	0	1.50249414027285e-05	0	1.50249414027285e-05	0.000841750841750755	0.000841750841750755	NA	0.000841750841750755
Cluster_representative_42118	654	6	0	9.07988966702398e-05	0.00237902128180582	4.675999962592e-05	0.00162665488536779	0.00167341488499371	0.262041887931057	0.0290964777947932	0.268738162223049	0.262041887931057
Cluster_representative_49340	639	7	1.70102742056202e-05	0.000688190423116526	0.00269162160516908	0.000369634134099563	0.00865911681119967	0.00842158178644161	0.805343407790004	0.0460828258731693	0.84359652731146	0.799336269955428
Cluster_representative_51294	741	21	0.000101074194073683	0.000751751480949259	0.00534503125446896	0.000442066627239775	0.00648945215451613	0.00672262191720506	0.546082242292732	0.0354104760769769	0.580387888001254	0.546547254143888
Cluster_representative_6815	375	5	0	0.000327017558195357	0.00601796395558739	0.00017456734386757	0.00684387364064469	0.00691492869015862	0.544619739378829	0.0633484162895929	0.560339343508065	0.541211356032278
Cluster_representative_51748	330	6	0	0.000206707946575132	0.00714234846442502	0.000106862071597588	0.00874249491888696	0.00867947369717557	0.580744629122711	0.0328282828282829	0.591515435199456	0.576641587531301
Cluster_representative_49348	519	7	0	6.15709919718377e-05	0.00207182863314918	3.1275306470079e-05	0.00364986845921632	0.00367213441814357	0.709870948468615	0.0156612529002321	0.716177629920116	0.709515041908577
Cluster_representative_35864	1206	11	0	0.00024341220991352	0.0034382022073109	0.000126816839197482	0.00380118845575373	0.0038157684474266	0.524571024450678	0.0403001231781517	0.54774641571551	0.517578900823064
Cluster_representative_4763	1083	14	0	0.000618453955604688	0.00339695686546342	0.000324261715595172	0.00625553947478874	0.00622961814400583	0.686526710052513	0.0463660588646203	0.728484099640492	0.677716135383695
Cluster_representative_15143	669	5	0	0.000133086502261629	0.00225028990538032	6.97383102802164e-05	0.00221998598036932	0.00222051430090174	0.471563120384238	0.0458149779735683	0.49317474856171	0.4633278410605
Cluster_representative_18692	162	6	0	0	0.0145527344194565	0	0.0186542584805438	0.0186542584805438	0.609935328315654	NA	0.609935328315654	0.609935328315654
Cluster_representative_4425	681	7	0	0.000425806155211415	0.00140585209193529	0.000221892878491676	0.00303731723473794	0.00309629290921418	0.711799641872816	0.0405141478495282	0.768570092735705	0.704217543227917
Cluster_representative_22926	1434	17	0	0.000340388345803572	0.00370293251003879	0.00017799561780461	0.00468016900658635	0.00468412459867429	0.576273495665065	0.0438294211905124	0.604401838392193	0.568401654282776
Cluster_representative_49908	714	13	0	0	0.00631277017436037	0	0.00862415892965077	0.00862415892965077	0.634006618740733	NA	0.634006618740733	0.634006618740733
Cluster_representative_23726	240	4	0	0	0.00712859487297235	0	0.0109120333580111	0.0109120333580111	0.673360837568423	NA	0.673360837568423	0.673360837568423
Cluster_representative_43174	411	5	0	0.000148824641915936	0.00558509095576947	7.66998606619198e-05	0.00446128182931507	0.00448766008827287	0.36470826800338	0.029824561403509	0.374048628908641	0.361146400919575
Cluster_representative_47760	243	5	0	0	0.00581049144220191	0	0.00482959306488718	0.00482959306488718	0.398449169098096	NA	0.398449169098096	0.398449169098096
Cluster_representative_42283	432	5	0	0	0.00329119113129267	0	0.00265710568949159	0.00265710568949159	0.380681177962024	NA	0.380681177962024	0.380681177962024
Cluster_representative_9919	231	5	0	0	0.00217365052529888	0	0.00207484822869438	0.00207484822869438	0.476190476190476	NA	0.476190476190476	0.476190476190476
Cluster_representative_35260	963	16	8.42886730356228e-05	0.000623309246622592	0.00391368644578719	0.000366836502723946	0.00842299468827053	0.0083745374439165	0.730762927332726	0.0355404732027154	0.762674959038606	0.729119624648309
Cluster_representative_14145	396	3	0	0.000170186123214001	0.00237541064408541	8.79441177948641e-05	0.00193535448469659	0.00202329860249145	0.370929045232174	0.032418952618454	0.386311225445138	0.370929045232174
Cluster_representative_51129	1761	18	0.000178831748141827	0.00093036593759819	0.00280523641197448	0.000577099713159267	0.00532762378527278	0.00522321635412616	0.648233711758011	0.0389895710848304	0.719943798550002	0.642404019257054
Cluster_representative_51126	1920	29	0	0.000839664184428022	0.00352823466948536	0.000436417232050051	0.00544037027402257	0.00545439181489165	0.614523896393366	0.0380029444715829	0.675735796299339	0.599597993493236
Cluster_representative_2642	423	8	0	0.00215783502387756	0.00332556350052891	0.0131242265164851	0.0115261873503698	0.00328712358167385	0.803726490407076	0.917791916301995	0.855738788575989	0.165927536923596
NODE_412168_length_833_cov_2.35836_1_len_84_F	84	1	0	0	0.00590101143096535	0	0.00522273425499232	0.00522273425499232	0.435064935064935	NA	0.435064935064935	0.435064935064935
Cluster_representative_43086	315	3	0	0	0.00476515850914697	0	0.00455661782139488	0.00455661782139488	0.477116723858986	NA	0.477116723858986	0.477116723858986
Cluster_representative_31563	3441	56	0	0.000528847603857314	0.00461619653652862	0.000276161116605424	0.00456575935436206	0.00467801349075686	0.459550437947154	0.0425016918422175	0.494476583383838	0.450082374649852
Cluster_representative_24565	618	8	0	4.07012246305705e-05	0.0022671900397206	2.0599910596388e-05	0.00141082746334332	0.00143142737393971	0.193849682363144	0.0121019108280254	0.196503435527152	0.193849682363144
Cluster_representative_25940	495	10	0.000179849211072626	0.000552166544339344	0.00466342998693766	0.000370381809776693	0.00796366570379562	0.007865251395682	0.666933379489199	0.0118092518456698	0.69591395607541	0.668440570498462
Cluster_representative_24414	834	13	0	0.00092281975774085	0.00411968000160777	0.000488871289978715	0.00671837121999936	0.00673501175219767	0.638329665739311	0.0561730902820783	0.693401877724155	0.625650262770275
Cluster_representative_9872	396	2	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_40079	609	12	0	0.000623547809716324	0.00500642481628152	0.000328067273547191	0.00366229605000667	0.00378194714182635	0.275637192946019	0.0496647181928824	0.316490973432855	0.255678039000955
Cluster_representative_20285	2304	38	0	0.000625980141450041	0.00458473965354197	0.00032403593031427	0.00672772004946326	0.00670226563171155	0.621149366913938	0.034088378960126	0.659264979827175	0.611271763809415
Cluster_representative_24890	1065	8	0	0.000218949242499513	0.00229385977944608	0.000114168551036022	0.00323332707613626	0.00317249241664939	0.614599136523459	0.0411140348517208	0.645278729087442	0.603969262659501
Cluster_representative_43406	402	4	0	0	0.00366525564126318	0	0.00752633541850893	0.00752633541850893	0.756504630909121	NA	0.756504630909121	0.756504630909121
Cluster_representative_10490	864	15	0	0.000297399006865752	0.00146849510037856	0.000160284141302482	0.00193864819013149	0.00187603312149712	0.555746049077695	0.072275633605844	0.621257970411085	0.529354229675038
Cluster_representative_10493	4335	103	6.20011560390811e-05	0.000862262740124382	0.00583071522188112	0.000938368995018559	0.00471460168552176	0.00508775673266862	0.371087370699185	0.507515752827499	0.375056815932473	0.342246660593095
Cluster_representative_9752	600	6	0	0.000495762992485952	0.00202280640677863	0.000262661923422233	0.00715956327535964	0.00706208472692115	0.826117404820559	0.0562716780060157	0.858733952827799	0.821683716873035
Cluster_representative_51865	1092	15	5.34101835888126e-05	0.00131277587282009	0.00309390423793535	0.00409757366073046	0.0053013307106902	0.00581998725073683	0.706937245820798	0.833293288964894	0.703158075464189	0.621418405152216
Cluster_representative_1449	1119	15	0	0.000349684291085216	0.0050983240433644	0.000182719963252078	0.00613027054124428	0.00603551321030581	0.558812269059038	0.0431141598830223	0.584168104077706	0.548670664397935
Cluster_representative_13471	474	6	0	0.000814532724247508	0.00385796404403113	0.00408413228325074	0.00708912596763424	0.00669578383414101	0.738514423658215	0.900280810248489	0.727895648797549	0.651086647656236
Cluster_representative_13788	1215	11	9.6992499313963e-05	0.000829122890232371	0.000844444336743303	0.0031122552405857	0.00276228268508443	0.00085362229342847	0.736843406127025	0.851214743336404	0.829590787152096	0.0197261482862671
Cluster_representative_5568	1287	13	0	0.000898063954887276	0.0030859238167325	0.000484426787189536	0.00309999321287292	0.00317734958806921	0.410806931574166	0.0730653437875424	0.502269262410316	0.373064300733627
Cluster_representative_41573	162	3	0.00286028602860286	0.00262562688125506	0.00334992710831637	0.00274236573984196	0.0143363613020512	0.014648418651577	0.72150535999862	-0.00021540346658333	0.783410413351165	0.796034161375906
Cluster_representative_40578	1068	13	0	0.000695836839450539	0.00305889256940386	0.00036553724271863	0.00417149343601016	0.00420996158543619	0.570740513372017	0.0481998027405457	0.633357619240371	0.55406607249774
Cluster_representative_41375	612	9	0	0.000302374633595294	0.00456423675368815	0.000156133941421795	0.00811910557819222	0.00800747928764979	0.701118010764122	0.0316819301370496	0.718919977716042	0.696120888205769
Cluster_representative_31418	999	11	0	0.000439989191849577	0.00226817006198912	0.000231178669486012	0.00376793724039885	0.00371572519217133	0.648967591423638	0.048378483992877	0.699017006218895	0.635581331533273
Cluster_representative_21080	795	4	3.49406009783368e-05	0	0.00143729983150493	0.00124039133473096	0.00385201428029017	0.00261162294555921	0.80889992542131	0.985915492957746	0.80889992542131	0.724826312705496
Cluster_representative_18055	501	1	0	0	0.000876162046403167	0	0.000645593086823386	0.000645593086823386	0.321428571428571	NA	0.321428571428571	0.321428571428571
Cluster_representative_2867	777	10	0	0.000765018090793012	0.00235749955035248	0.000401713609191035	0.00182271458579982	0.00205339912091356	0.270069264007835	0.0478066048924815	0.353299861448686	0.239671038780741
Cluster_representative_41976	1200	7	0	0.000151241285218075	0.00148156592459473	7.79713292423967e-05	0.00280905732541244	0.00281883415060062	0.713836931321081	0.0301480897683721	0.736287702071512	0.710375438465421
Cluster_representative_17208	351	9	0	0.000411229934182229	0.0054507219524001	0.000220439897740961	0.00875612240430011	0.00861051539387683	0.66668982829689	0.0672515765148253	0.688747958244436	0.659605051588961
NODE_721980_length_497_cov_2.28108_2_len_96_X	96	2	0	0.00058060953699583	0.00670534563932732	0.00029210758377425	0.0166847080511018	0.0165101506391805	0.782424149243766	0.00617175101393064	0.799057148054666	0.779349221713558
Cluster_representative_40379	1449	17	0	0.000284320339721555	0.00193870061038506	0.000146373451268304	0.00142575452395546	0.00154973433849162	0.287918323514735	0.0287844644709716	0.320114164882136	0.282773539021431
Cluster_representative_51290	945	21	0	0.000214971082566278	0.00498874514852675	0.00011139274154829	0.0066891337276645	0.00677030037457193	0.616551276426	0.0350758964259561	0.627100806200464	0.615695320503261
Cluster_representative_3956	309	4	0	0	0.00270524770576602	0	0.00424730242854594	0.00424730242854594	0.681533426065429	NA	0.681533426065429	0.681533426065429
Cluster_representative_7636	303	2	0	0	0.00331944949819786	0	0.00340356695768099	0.00340356695768099	0.512357250574033	NA	0.512357250574033	0.512357250574033
NODE_37141_length_1497_cov_4.50511_2_len_156_A	156	5	0.0107539921176683	0.00826291455804598	0.0123392631204009	0.0115208818224027	0.0137601363589026	0.0150660284857292	0.222838537480001	0.17467660163238	0.16086386661684	0.316270452496434
Cluster_representative_190266	4083	121	2.6235058815415e-05	0.00366647885694435	0.00304734475680086	0.00712720586213702	0.00234445845914137	0.00611903669114585	0.567687260041132	0.740942384211381	0.344501114184396	0.451398647154707
Cluster_representative_1380822	135	3	0.00348454963839579	0.00378932391043839	0.00367234141299074	0.00365444736715499	0.00359717577108881	0.00384108488998654	0.013206249189342	0.00479158432962545	0.00520693082225454	0.0287034083936528
Cluster_representative_397040	108	1	0	0.000835965181941038	0	0.000437626681407776	0	0.000437626681407776	0.0448877805486284	0.0448877805486284	NA	0.0448877805486284
Cluster_representative_13658	375	4	0	0.000147630147630148	0.00401478282171039	7.57575757575758e-05	0.0040936855516728	0.00409051008442548	0.496073057246129	0.0256410256410257	0.50963712637017	0.491211012388305
Cluster_representative_9295	1605	12	0	0.000304524789570129	0.00305729137067305	0.000158732445017614	0.00451803701877003	0.00448141457072491	0.632916728079038	0.0407607293633763	0.661657113700968	0.62491573729817
Cluster_representative_9296	198	1	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_27946	744	16	0.000127479386244657	0.00266097293491374	0.00365779914792056	0.00827177128564797	0.00825037178716048	0.00912984927513054	0.748703672539615	0.831447689686698	0.770599517705614	0.653949813824065
Cluster_representative_41482	729	12	0	0	0.00691109402189514	0	0.00842312338781544	0.00842312338781544	0.589754672720783	NA	0.589754672720783	0.589754672720783
Cluster_representative_13090	231	5	0	0	0.000959347950385082	0	0.0037840946931856	0.0037840946931856	0.873239436619718	NA	0.873239436619718	0.873239436619718
Cluster_representative_30898	954	9	0	0.000388630717257557	0.00323923020835391	0.000201458751750371	0.00240390547265697	0.00249602378667762	0.288848266838677	0.0354583410227992	0.326256742372305	0.273271964599263
Cluster_representative_1285	1014	19	0	0.000570031860851216	0.00341387824191664	0.000293586634496338	0.00382986805416819	0.00394577676884363	0.506283823466118	0.0291931003106918	0.554308634967048	0.495167829282015
Cluster_representative_37252	1092	9	1.65023446619899e-05	0.000672780290713598	0.00139612011847802	0.00244910392453269	0.00222744900263585	0.00143793546931765	0.658940761903805	0.859278606254508	0.682905767658792	0.280600397814311
Cluster_representative_33841	399	3	0	0.000140955419324753	0	7.24354238196648e-05	0	7.24354238196648e-05	0.027027027027027	0.027027027027027	NA	0.027027027027027
Cluster_representative_19642	3792	51	2.82007499480826e-05	0.000507544705095808	0.00376856249845801	0.000279881900467875	0.00337443953834674	0.00348188727725622	0.396835473182203	0.0429080012885931	0.437423132751363	0.385949793451749
Cluster_representative_27831	567	3	0	0.000294759618353135	0.000873149415611945	0.000161882609547666	0.0030181513864133	0.00290751219283756	0.808147815598655	0.0895883777239709	0.855350294961583	0.799156640367298
Cluster_representative_27833	966	14	0	0.000603075647388321	0.00618838346699448	0.000317687185022979	0.00623716786699289	0.0062671727783106	0.470328780731567	0.0508341604262399	0.503910781386579	0.458172021530455
Cluster_representative_2006	615	12	0.000123324607183098	0.000389961254418086	0.00548181587558343	0.00151600915917342	0.00703991610073783	0.00614898259915281	0.592306065794948	0.830711490595134	0.601902891841348	0.522540758953318
Cluster_representative_19486	345	3	0	0	0.00239642213786365	0	0.00342718824203717	0.00342718824203717	0.650380724865119	NA	0.650380724865119	0.650380724865119
Cluster_representative_15148	393	6	0	0.000259848841404835	0.00510729038745484	0.000137106172600541	0.0050365344346479	0.00517364060724844	0.481299568688619	0.0523809523809525	0.492975730264029	0.481299568688619
Cluster_representative_7528	312	0	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_36810	549	0	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_10738	648	5	0	0.000361624489975768	0.00138689157207676	0.000188295059817121	0.00104692061482185	0.00118130028207816	0.276430988509627	0.0397398361725722	0.337632886179837	0.259918884055241
Cluster_representative_3288	405	4	0	0	0.00193873374618549	0	0.00292853898860652	0.00292853898860652	0.668993010895854	NA	0.668993010895854	0.668993010895854
Cluster_representative_16061	453	1	0	0	0.000996575953564947	0	0.000754165586481582	0.000754165586481582	0.339285714285714	NA	0.339285714285714	0.339285714285714
Cluster_representative_4951	351	3	0	0.000204916405711274	0.00344064694633815	0.000106275572559647	0.00510697524273649	0.00502585365184776	0.643956816365375	0.0359195402298851	0.663142390279678	0.637318990505312
Cluster_representative_21564	567	5	0	0.00076644609386975	0.00395066666012054	0.00308650227547227	0.00463901688531327	0.00396791510534578	0.596601593113423	0.875839052515768	0.574191390353848	0.405593034534037
Cluster_representative_19005	582	9	0.000212416304629719	0.00249449035850665	0.00376541947758953	0.0108271115757727	0.00717639889665136	0.00737849738243335	0.745003382800259	0.874994053391235	0.722852935051075	0.575800497605399
Cluster_representative_49626	999	17	0	0.000735738346612654	0.00569069347126315	0.000385348699016658	0.00803561314260286	0.00808953065410889	0.610766800594322	0.0453602821416956	0.6459079493827	0.602793283525562
Cluster_representative_26238	459	5	0	9.02696904415276e-05	0	4.60278007916782e-05	0	4.60278007916782e-05	0.0194003527336859	0.0194003527336859	NA	0.0194003527336859
Cluster_representative_52154	1983	28	4.61653224192314e-05	0.000779599993145123	0.00347466685760394	0.00043143269569501	0.00537327897144491	0.00533032556847505	0.613792744274484	0.0429963655929	0.672375825009845	0.600937429046556
Cluster_representative_51356	930	34	0	0.00125569324383118	0.00171202488018815	0.000647648235415114	0.00431211426890864	0.0045554301082413	0.688107404142258	0.0305746428643217	0.801486605708452	0.674265870235789
Cluster_representative_11794	600	16	0	0.000632124318034544	0.00687972422394114	0.000327862462312493	0.00551343145304954	0.00565852662149755	0.346785585227311	0.0359916265253127	0.37609415456359	0.336236352283199
Cluster_representative_35678	1332	15	0	0.00043165758920662	0.0033575408204323	0.000223315765917347	0.00404279618721951	0.00410818239811101	0.547520274460583	0.0335263893405903	0.584750174761901	0.538823007057666
Cluster_representative_45012	1032	6	8.24355327658059e-05	0.000360768714126069	0.00131723665471553	0.000236087425867256	0.00270014711521707	0.00258437480158216	0.681114747967821	0.0613556709685283	0.740815568975246	0.675355647366953
Cluster_representative_22719	1851	20	0	0.000610642535291317	0.00359168523469186	0.000324773835073909	0.00491628934792926	0.00488858443411069	0.585145710016267	0.0598957345927327	0.634715841511171	0.57018971170254
Cluster_representative_32483	228	1	0	0	0	0	0	0	NA	NA	NA	NA
NODE_935445_length_400_cov_0.904762_1_len_294_N	294	11	0.000165920026547204	0.000236410893498841	3.13489451079971e-05	0.000198762424854874	9.86344858276007e-05	0.000135941100096182	-0.000788886197107042	-0.0120899871789286	0	0.0151623077296327
Cluster_representative_745	465	11	0	0.000676568480751155	0.00202346095815898	0.000356006567198087	0.00743453956364199	0.00761522626512816	0.824739106257552	0.0497808985996827	0.863914843626998	0.822721653637911
Cluster_representative_42618	1032	16	7.25529402684344e-05	0.00155911920977398	0.00398430712075832	0.00799077500686421	0.00582018216941145	0.00462949562905474	0.695453287937844	0.89790275982988	0.651483412121704	0.40129262724197
Cluster_representative_42614	522	3	0	0	0.00162573416419295	0	0.00116547293615458	0.00116547293615458	0.302543150612754	NA	0.302543150612754	0.302543150612754
Cluster_representative_11220	507	6	0	0.000363807621056081	0.0048064545902497	0.000187972217028662	0.00420686267262814	0.00426360993002279	0.402864796279073	0.0322835288988278	0.428736452282743	0.39367551251597
Cluster_representative_29044	2601	34	0	0.000537782304917654	0.00360985639955745	0.000279898230087459	0.00401756512436442	0.00409496479429231	0.505787999496219	0.0393252848551142	0.550740773601208	0.493568453841627
Cluster_representative_10212	186	0	0	0	0	0	0	0	NA	NA	NA	NA
Cluster_representative_45495	396	1	0	0	0.000520767844419297	0	0.00223186219036841	0.00223186219036841	0.883333333333333	NA	0.883333333333333	0.883333333333333
Cluster_representative_42433	420	5	0	0.000140690487486527	0	7.23493817416469e-05	0	7.23493817416469e-05	0.0277008310249307	0.0277008310249307	NA	0.0277008310249307
Cluster_representative_23530	747	6	0	0.000232810951200399	0	0.000119039401632408	0	0.000119039401632408	0.02212650598112	0.0221265059811199	NA	0.0221265059811199
Cluster_representative_149	483	7	0	0.00169731252693152	0.00346821540850749	0.00531745828725813	0.00424048973384085	0.00950856896275763	0.729078575818929	0.840401895488426	0.591059567857257	0.728375113244121
