Contig	Length	SNPs	pi_A	pi_B	pi_C	pi_D	pi_E	pi_F	pi_A_B	pi_A_C	pi_A_D	pi_A_E	pi_A_F	pi_B_C	pi_B_D	pi_B_E	pi_B_F	pi_C_D	pi_C_E	pi_C_F	pi_D_E	pi_D_F	pi_E_F	Fst	Fst_A_B	Fst_A_C	Fst_A_D	Fst_A_E	Fst_A_F	Fst_B_C	Fst_B_D	Fst_B_E	Fst_B_F	Fst_C_D	Fst_C_E	Fst_C_F	Fst_D_E	Fst_D_F	Fst_E_F
Cluster_representative_9752	600	6	0	0.000495762992485952	0.00202280640677863	0.000753387845982571	0.00343449828376265	0.000192166410757163	0.000262661923422233	0.00715956327535964	0.000572574762946754	0.00298523834222567	0.00169311023260022	0.00706208472692115	0.000835236686368987	0.0031281714641647	0.00195141430626986	0.00674796799848098	0.00501447060024124	0.0059431075606849	0.00279217999275947	0.00114508315509598	0.00246245493851454	0.65337264716249	0.0562716780060157	0.858733952827799	0.342105263157895	0.42475308668285	0.943250472693074	0.821683716873035	0.252217449942878	0.371795740535267	0.823735687231356	0.79429405612281	0.455844382627477	0.813651966171	0.250068738296777	0.587124195945194	0.263607906525273
Cluster_representative_51865	1092	15	5.34101835888126e-05	0.00131277587282009	0.00309390423793535	0.00209290391666386	0.00348007572583232	0.00019362153148047	0.00409757366073046	0.0053013307106902	0.00295779937968522	0.00263273242276224	0.000124985527795701	0.00581998725073683	0.00192860399946075	0.00390637710884676	0.00404387323200153	0.00568338638849131	0.00464666133930514	0.00531066019447721	0.00351226646883239	0.00293597058350191	0.00265617245226773	0.539822285321042	0.833293288964894	0.703158075464189	0.637177200895705	0.328931820250494	0.0117587234856713	0.621418405152216	0.117060892117767	0.386534957442018	0.813743245908457	0.543686826827193	0.292612535783516	0.690478617626989	0.206640542232427	0.610601437733573	0.308460327156782
Cluster_representative_1449	1119	15	0	0.000349684291085216	0.0050983240433644	0.00488509180813642	0.00576937462277049	0.0010854883058445	0.000182719963252078	0.00613027054124428	0.00375485860817345	0.00574600925409865	0.0100222568214661	0.00603551321030581	0.00383076250985871	0.00571569485206321	0.0099087673621782	0.00635329477627843	0.00584133871872372	0.00644820832643633	0.00579132046074979	0.00674416214696008	0.005772638350478	0.51324228812395	0.0431141598830223	0.584168104077706	0.349497235727769	0.497966817695675	0.945846114044915	0.548670664397935	0.316744892727022	0.464714346004066	0.927580669498419	0.214311927664971	0.0697595885597461	0.520501507073171	0.0801349620421885	0.557351974650242	0.406262568999549
Cluster_representative_13471	474	6	0	0.000814532724247508	0.00385796404403113	0.000978841818904475	0.00359979169631364	0.000163599053815098	0.00408413228325074	0.00708912596763424	0.00345346555940767	0.00349557719909229	0.00212366430799749	0.00669578383414101	0.00101057818758707	0.00546403214876257	0.0061104790789619	0.00632318224434149	0.00564769760026527	0.0068642874948242	0.00492092890438429	0.00547981235511882	0.00280965998637817	0.671146685156956	0.900280810248489	0.727895648797549	0.858281224748573	0.485093377819204	0.961481894007682	0.651086647656236	0.112698767309643	0.596056144951412	0.919962758613292	0.617533887524436	0.33975256217733	0.707066239512946	0.534779550346806	0.895759124703203	0.3302764803616
Cluster_representative_13788	1215	11	9.6992499313963e-05	0.000829122890232371	0.000844444336743303	0.00306024145771373	0.00341294711560356	0.00036615349533954	0.0031122552405857	0.00276228268508443	0.00369729319464725	0.0036843933028447	0.00488043872013818	0.00085362229342847	0.00257117642007588	0.00324134728125529	0.00620157172092065	0.0025705529983797	0.00321253078377685	0.00615400089845428	0.00331393618085993	0.00419574011493278	0.00361550385481356	0.601884781040362	0.851214743336404	0.829590787152096	0.573034407766393	0.523674683127949	0.952550782705003	0.0197261482862671	0.243660544337265	0.34563167137816	0.903631172921881	0.240496928692331	0.337377329760306	0.901641399468522	0.0233383776814952	0.591681698675923	0.477375662881435
Cluster_representative_5568	1287	13	0	0.000898063954887276	0.0030859238167325	0.00209824220266365	0.0029786270359435	0.000278480889768576	0.000484426787189536	0.00309999321287292	0.00158955825559337	0.00343800698526503	0.00451844503555376	0.00317734958806921	0.00184056107013637	0.00344787639743225	0.00433946146128811	0.00331622408299958	0.00334482090501981	0.00371155347519851	0.00307410725170071	0.0030267995127088	0.00240150261747891	0.478955880807124	0.0730653437875424	0.502269262410316	0.339992040153193	0.566809048278609	0.969183990556782	0.373064300733627	0.186034572238093	0.43781468011471	0.864436537211854	0.218363130831167	0.0934416184175221	0.546765966194097	0.174253072042552	0.607386765715247	0.321860425633976
Cluster_representative_41573	162	3	0.00286028602860286	0.00262562688125506	0.00334992710831637	0.00490269235775745	0.00692203144618936	0.000270881668134804	0.00274236573984196	0.0143363613020512	0.00609422728452547	0.0101547249053082	0.0100072610909516	0.014648418651577	0.00628616213967314	0.010322282792492	0.0103193184404774	0.00987715714170334	0.0073139025565702	0.0062601855252695	0.00729487441308332	0.00487025232477087	0.00467760643867808	0.582056853806695	-0.00021540346658333	0.783410413351165	0.363087556147426	0.518336657762209	0.843555211147192	0.796034161375906	0.401199088431089	0.537521955202151	0.859656014779602	0.582237107920982	0.297778547426896	0.710806591766679	0.189518342993046	0.468859755009136	0.231133143775461
Cluster_representative_40578	1068	13	0	0.000695836839450539	0.00305889256940386	0.00343262015545984	0.00389301263094296	0.000570104921695697	0.00036553724271863	0.00417149343601016	0.00265457386685783	0.00441319521537567	0.00818231648163819	0.00420996158543619	0.00278339026056312	0.0043790015082268	0.00789925586047296	0.00481628051981891	0.00442575433500673	0.00680116372359871	0.00415741230920247	0.00569000481429023	0.00461013024910567	0.581276752070064	0.0481998027405457	0.633357619240371	0.353451753911266	0.558934916658612	0.965162376511892	0.55406607249774	0.258376187233778	0.476039290946525	0.919869555847604	0.326086520692551	0.214607875389874	0.733207606919707	0.118967251553634	0.648266986778039	0.515944527434504
Cluster_representative_41375	612	9	0	0.000302374633595294	0.00456423675368815	0.00227693995732214	0.00433292471904003	0.000325151241351113	0.000156133941421795	0.00811910557819222	0.00179634176313794	0.0049663322363233	0.00643302667531266	0.00800747928764979	0.00192319248595994	0.00500288955155884	0.00650838116016897	0.00816228535245207	0.00638331075853484	0.00714172196143295	0.00465671422793095	0.00471883134223783	0.0035206198141275	0.619284493797472	0.0316819301370496	0.718919977716042	0.366228630863464	0.563770151405758	0.974727973490386	0.696120888205769	0.329418503413609	0.536737788745404	0.951790940058425	0.580927619189698	0.303091936983313	0.657688438345601	0.290286632072434	0.724286480067408	0.338457969574097
Cluster_representative_31418	999	11	0	0.000439989191849577	0.00226817006198912	0.00357103114208018	0.00427337431092659	0.000409305706577204	0.000231178669486012	0.00376793724039885	0.00268298589475208	0.00452052871147603	0.00779751788078921	0.00371572519217133	0.00280846954790124	0.00452835101393876	0.00771012560084096	0.00503148938074786	0.00482218666086409	0.00734467375521576	0.00440496514194025	0.00525470265449739	0.0041591838057784	0.601560517501547	0.048378483992877	0.699017006218895	0.334504301892694	0.527336890917428	0.973754102726355	0.635581331533273	0.285906386820683	0.479571759315044	0.944923407062646	0.419734320973427	0.321724268161829	0.817726705242358	0.10959505918456	0.621259554501082	0.437067434841651
Cluster_representative_21080	795	4	3.49406009783368e-05	0	0.00143729983150493	0.00166135180579753	0.00155733404683207	0.000197978969399076	0.00124039133473096	0.00385201428029017	0.00246981239963198	0.00390885584230685	0.00491232787265598	0.00261162294555921	0.00122942106490102	0.00266846450757589	0.00367193653792502	0.00213383199916515	0.00157488769454614	0.00120616056856324	0.00215909998578849	0.0025089218079688	0.00114729295835738	0.672281822290627	0.985915492957746	0.80889992542131	0.656594888132267	0.796324715972294	0.976292342814296	0.724826312705496	0.324335716530413	0.708196597254577	0.973041613416479	0.273923242665124	0.0492547853705811	0.322113969099519	0.254623251860621	0.629456213164749	0.235019702925618
Cluster_representative_18055	501	1	0	0	0.000876162046403167	0	0	0	0	0.000645593086823386	0	0	0	0.000645593086823386	0	0	0	0.000645593086823386	0.000645593086823386	0.000645593086823386	0	0	0	0.321428571428571	NA	0.321428571428571	NA	NA	NA	0.321428571428571	NA	NA	NA	0.321428571428571	0.321428571428571	0.321428571428571	NA	NA	NA
Cluster_representative_2867	777	10	0	0.000765018090793012	0.00235749955035248	0.00289094667219185	0.00326681636124875	0.000579928285296589	0.000401713609191035	0.00182271458579982	0.00218565129818808	0.00287863102644165	0.0074202953379497	0.00205339912091356	0.00240064493880238	0.00303112060482194	0.00729075373935712	0.00306527178212727	0.00338715964333287	0.00656110673767869	0.00314486753053718	0.00539437093348241	0.00485409475691888	0.558959913257454	0.0478066048924815	0.353299861448686	0.33865327131815	0.432574662879434	0.960922829962666	0.239671038780741	0.238545295913537	0.334926751903591	0.907763557502342	0.143885665677911	0.169759252022284	0.776148449256266	0.0209821282378795	0.678287329487762	0.603762921906056
Cluster_representative_41976	1200	7	0	0.000151241285218075	0.00148156592459473	0.00186891722779509	0.00220588717268775	0.000272227658256091	7.79713292423967e-05	0.00280905732541244	0.00141054451551854	0.00301120033842801	0.00485967950134375	0.00281883415060062	0.00145446114872642	0.00301909895509383	0.00483872276314406	0.00231480695283247	0.00202219284497341	0.0021876044769338	0.00259398881531665	0.0035196377257812	0.00200824088890282	0.616145890405086	0.0301480897683721	0.736287702071512	0.337519232029328	0.633719625935064	0.971991192198908	0.710375438465421	0.305530259511541	0.609630473699964	0.956241660846983	0.276293181103059	0.0882538462025461	0.599152040201302	0.214567854644853	0.695828796474225	0.383013550655835
Cluster_representative_17208	351	9	0	0.000411229934182229	0.0054507219524001	0.00305195543397448	0.00871408612387367	0.00171381479683391	0.000220439897740961	0.00875612240430011	0.00198365815030251	0.00719301208947998	0.0133236295894779	0.00861051539387683	0.00211429496375655	0.00716168825267618	0.013141425530535	0.0090603677974303	0.0102270047834806	0.0151242568227839	0.00744550337515528	0.0116345074882548	0.00952047769890787	0.614756905480939	0.0672515765148253	0.688747958244436	0.230725457027703	0.394267240519565	0.935685137997706	0.659605051588961	0.181007043122418	0.362907478230014	0.919147099906382	0.530776367114694	0.307480128534123	0.763144171869622	0.209855871054336	0.795188140296463	0.452343608666622
NODE_721980_length_497_cov_2.28108_2_len_96_X	96	2	0	0.00058060953699583	0.00670534563932732	0.0101167661464022	0.00892156282081655	0	0.00029210758377425	0.0166847080511018	0.00844694795254497	0.0144345238095238	0.0208333333333333	0.0165101506391805	0.00850404443998971	0.0143252743484225	0.0205412257495591	0.0115992306988462	0.00799406996167049	0.00414862528223156	0.0111688618871455	0.0123863853807884	0.00639880952380952	0.622359827508963	0.00617175101393064	0.799057148054666	0.401158489241421	0.69096442187687	1	0.779349221713558	0.371041875493127	0.668342395171693	0.985867212987319	0.274860884204893	0.0225937141486832	0.191859328914795	0.147705058958134	0.591617496332157	0.302873230745497
Cluster_representative_40379	1449	17	0	0.000284320339721555	0.00193870061038506	0.00220546497318147	0.0029865050641109	0.00029069352753055	0.000146373451268304	0.00142575452395546	0.00188365179725035	0.00261724006994014	0.00398983921842437	0.00154973433849162	0.00200049338676574	0.00271138505151151	0.00404649312115648	0.00282439457614319	0.00314269347658337	0.00415450856684323	0.00291272532967056	0.00307433807403733	0.00260290523815192	0.507088942839985	0.0287844644709716	0.320114164882136	0.414577318270581	0.429455268851359	0.963570771700752	0.282773539021431	0.377707187293346	0.396834949353823	0.928949110991227	0.266362140302378	0.216403745514108	0.731689789292023	0.108743625016025	0.594033180379219	0.37047293470271
Cluster_representative_51290	945	21	0	0.000214971082566278	0.00498874514852675	0.00326734897212075	0.00608067704949269	0.00537239456243851	0.00011139274154829	0.0066891337276645	0.00242986497754789	0.00492177520502893	0.00810015715239322	0.00677030037457193	0.00248807101106932	0.00495629503965175	0.00806345193285455	0.00796696000689868	0.00827623117012095	0.0116695749332238	0.00525251154579445	0.00696913168515142	0.00734349419527384	0.458632348407547	0.0350758964259561	0.627100806200464	0.327668614859	0.382267901703471	0.66837714001319	0.615695320503261	0.300196811265769	0.36488363972564	0.653537610719855	0.481854175651788	0.331252234834707	0.556061820149652	0.110137508493612	0.380142037424312	0.220189237753996
Cluster_representative_3956	309	4	0	0	0.00270524770576602	0	0.00270935091500012	0.00048959135598475	0	0.00424730242854594	0	0.00454990965011818	0.0126946249363808	0.00424730242854594	0	0.00454990965011818	0.0126946249363808	0.00424730242854594	0.00280959656681727	0.00853128656354297	0.00454990965011818	0.0126946249363808	0.00823572118893599	0.824389012960838	NA	0.681533426065429	NA	0.702263218025687	0.980716588381369	0.681533426065429	NA	0.702263218025687	0.980716588381369	0.681533426065429	0.0364099449872557	0.812757487516397	0.702263218025687	0.980716588381369	0.80578857651942
Cluster_representative_7636	303	2	0	0	0.00331944949819786	0.00142565234309647	0.00160665153736469	0.000111468061803263	0	0.00340356695768099	0.00103314679294016	0.001941370607649	0.00324372059847494	0.00340356695768099	0.00103314679294016	0.001941370607649	0.00324372059847494	0.00335369090560802	0.00330984561800138	0.00324697354947875	0.00175905058536544	0.00224601623410906	0.00136894932556519	0.532032266683532	NA	0.512357250574033	0.310043668122271	0.586206896551724	0.982817869415808	0.512357250574033	0.310043668122271	0.586206896551724	0.982817869415808	0.292555280905642	0.255841268128825	0.471674544353479	0.138085082461912	0.657811822204065	0.372467787126231
NODE_37141_length_1497_cov_4.50511_2_len_156_A	156	5	0.0107539921176683	0.00826291455804598	0.0123392631204009	0.0108731116060164	0.00787911704565889	0.00693025171076586	0.0115208818224027	0.0137601363589026	0.0113808100399236	0.0110319200963231	0.0117258659616054	0.0150660284857292	0.0126031878912402	0.0124319419721145	0.0109473592859391	0.0125322710228802	0.0108573441555644	0.0127688055417763	0.0101565145279668	0.0104087847225551	0.0104714851058821	0.197377310301391	0.17467660163238	0.16086386661684	0.049843392174318	0.155491111219274	0.24593015618895	0.316270452496434	0.240825958908272	0.350783986930109	0.306080769253363	0.0738959170273968	0.0689076501412272	0.24544567743154	0.0768374032233453	0.144791453021235	0.292871612446554
Cluster_representative_190266	4083	121	2.6235058815415e-05	0.00366647885694435	0.00304734475680086	0.00427944521959586	0.0033743957092834	0.00141755221104673	0.00712720586213702	0.00234445845914137	0.00581154869937716	0.00263903393238346	0.00350864351456327	0.00611903669114585	0.00523368925786804	0.00629829697036836	0.00735069410154138	0.00547808356087124	0.00351434462556255	0.00452220111497874	0.00521459541241068	0.00521603643062725	0.00371704900989317	0.466513618089964	0.740942384211381	0.344501114184396	0.629558272576059	0.35570537264227	0.794252784036132	0.451398647154707	0.240886907395702	0.441049334498436	0.654180204089502	0.331263397593058	0.0863530543683784	0.506335868935743	0.266113636480483	0.453895931670333	0.355409639800814
Cluster_representative_1380822	135	3	0.00348454963839579	0.00378932391043839	0.00367234141299074	0.00557684008869139	0.00620699190931905	0.00740836347921485	0.00365444736715499	0.00359717577108881	0.00480698941876529	0.00524687261283998	0.00724667439694483	0.00384108488998654	0.00510007378230914	0.00551578424728161	0.00751658373125128	0.00479799143024794	0.00527139770881536	0.00726981586855885	0.00591518208620231	0.00732608417724797	0.00733169108784053	0.107674729190536	0.00479158432962545	0.00520693082225454	0.0574776707731279	0.0764458885472072	0.248419859859921	0.0287034083936528	0.0817619117963908	0.0938445584883049	0.255134527199023	0.0361402645102095	0.0629303774795279	0.237896454838119	0.00393328334749954	0.11376915322422	0.0714723775586572
Cluster_representative_397040	108	1	0	0.000835965181941038	0	0	0	0	0.000437626681407776	0	0	0	0	0.000437626681407776	0.000437626681407776	0.000437626681407776	0.000437626681407776	0	0	0	0	0	0	0.0448877805486284	0.0448877805486284	NA	NA	NA	NA	0.0448877805486284	0.0448877805486284	0.0448877805486284	0.0448877805486284	NA	NA	NA	NA	NA	NA
Cluster_representative_13658	375	4	0	0.000147630147630148	0.00401478282171039	0.00237100861293771	0.00355291705794232	0.000240385823120591	7.57575757575758e-05	0.0040936855516728	0.00517367708068749	0.00526479262552698	0.00787763481215277	0.00409051008442548	0.00520529244694853	0.00525099796247858	0.0078050518395698	0.00590950785677051	0.00398649371596631	0.00391175001136456	0.00564026810935588	0.00628330716564288	0.00276669028961801	0.647962578390822	0.0256410256410257	0.50963712637017	0.770858465269479	0.662577682479308	0.984742512895511	0.491211012388305	0.758069427775922	0.647633913399413	0.975143280356987	0.45970192531922	0.0508325838639484	0.45610422030182	0.474854248412976	0.792195863801041	0.314469188095022
Cluster_representative_9295	1605	12	0	0.000304524789570129	0.00305729137067305	0.000280881338679073	0.00233763043559128	0.000163234539477675	0.000158732445017614	0.00451803701877003	0.000213195495918829	0.00188275285829448	0.000675647628291103	0.00448141457072491	0.00035360324789403	0.00193625860883051	0.000778420568705204	0.00438190013583391	0.00378346160659013	0.00410484208516518	0.00179043237649562	0.000473001310941282	0.00164880023479829	0.507419506092943	0.0407607293633763	0.661657113700968	0.341258741258741	0.379198808464737	0.879201426422128	0.62491573729817	0.17222744455017	0.317716338842453	0.699545883129824	0.619095300454988	0.287038912081557	0.607716223507155	0.268748764643231	0.530534199500474	0.241610680818801
Cluster_representative_9296	198	1	0	0	0	0	0	0.00245559038662487	0	0	0	0	0.00208333333333333	0	0	0	0.00208333333333333	0	0	0.00208333333333333	0	0.00208333333333333	0.00208333333333333	0.410658307210031	NA	NA	NA	NA	0.410658307210031	NA	NA	NA	0.410658307210031	NA	NA	0.410658307210031	NA	0.410658307210031	0.410658307210031
Cluster_representative_27946	744	16	0.000127479386244657	0.00266097293491374	0.00365779914792056	0.00459873861627034	0.00594230113305803	0.000495136407872126	0.00827177128564797	0.00825037178716048	0.0113574430570714	0.00863963803593671	0.00928791100203883	0.00912984927513054	0.00980348584698575	0.00775783992353715	0.00987039666976279	0.0100583351313013	0.00693370020809863	0.00909887731964731	0.00742064332118194	0.00720864891573936	0.00623367414953824	0.662038392197255	0.831447689686698	0.770599517705614	0.791933009095196	0.648724836963346	0.966482463388155	0.653949813824065	0.629738255121967	0.445510982904559	0.840122466787259	0.58956737589222	0.307721707540399	0.771788572925079	0.289748927883424	0.646683096674295	0.483656236554568
Cluster_representative_41482	729	12	0	0	0.00691109402189514	0.00185717463838431	0.00497439764385382	0.000349148123181771	0	0.00842312338781544	0.00140941931744744	0.00414268296800185	0.00399898370027484	0.00842312338781544	0.00140941931744744	0.00414268296800185	0.00399898370027484	0.00847880455734843	0.00778407979707937	0.00856581407569195	0.00406422160591926	0.00269099080335016	0.00393907664129453	0.507082091598712	NA	0.589754672720783	0.341156100461364	0.399616422222489	0.95634539306102	0.589754672720783	0.341156100461364	0.399616422222489	0.95634539306102	0.482930134727534	0.236551270311459	0.576208280910508	0.159547270713732	0.590053827233577	0.324264764078559
Cluster_representative_13090	231	5	0	0	0.000959347950385082	0.00190219545058255	0.00407368862805357	0.00123057626842083	0	0.0037840946931856	0.00139645300935624	0.00469435326578184	0.0210110602124103	0.0037840946931856	0.00139645300935624	0.00469435326578184	0.0210110602124103	0.00518054770254184	0.00347179959567572	0.0173112907491564	0.0049098060157968	0.0197140310419079	0.0165108547299726	0.841588571484487	NA	0.873239436619718	0.318918918918919	0.566107576761684	0.970715988246657	0.873239436619718	0.318918918918919	0.566107576761684	0.970715988246657	0.723818448813471	0.275154507087978	0.936748673148112	0.391433789908469	0.920544618390228	0.839370372302851
Cluster_representative_30898	954	9	0	0.000388630717257557	0.00323923020835391	0.000966610426811176	0.00132117340365082	0.000128539594108688	0.000201458751750371	0.00240390547265697	0.000752592038545159	0.00107739105673542	0.00203013392283164	0.00249602378667762	0.00088664914982335	0.0011911087904172	0.00204976584703163	0.00265822581234185	0.00276959923182994	0.00308990736061597	0.00116172692447642	0.00132514491346959	0.00130486572747716	0.405064803145777	0.0354583410227992	0.326256742372305	0.357812481859536	0.386864502266203	0.968342089981581	0.273271964599263	0.235751173765439	0.28226366278873	0.873846490291761	0.20890079848788	0.176703336787183	0.455037091825426	0.0153521527905174	0.586781034365344	0.444497250854155
Cluster_representative_1285	1014	19	0	0.000570031860851216	0.00341387824191664	0.00521034027260952	0.00613645171570463	0.00103808382457916	0.000293586634496338	0.00382986805416819	0.00369545798928292	0.00554314970463698	0.012277016656134	0.00394577676884363	0.0038635561797457	0.00562989840569593	0.0121642425707021	0.00591909363074136	0.00661492075716783	0.0109862995656169	0.00598155910826627	0.00888038673168402	0.00724690903920248	0.577565423321709	0.0291931003106918	0.554308634967048	0.295034568418873	0.446483313397495	0.957722472256299	0.495167829282015	0.251936316629256	0.404386802986471	0.93389988418582	0.271491629247468	0.278122119053907	0.797385733025666	0.051518861308806	0.648189640497573	0.504993404672749
Cluster_representative_37252	1092	9	1.65023446619899e-05	0.000672780290713598	0.00139612011847802	0.00212694695687215	0.00301829297876053	0.000326809548896085	0.00244910392453269	0.00222744900263585	0.00296803199415334	0.00277608382248762	0.00361605603420974	0.00143793546931765	0.00185572500455235	0.00263707647170471	0.00449941783940961	0.00268588979401329	0.00287973734849596	0.00515176242283702	0.00280011062238778	0.00300762732169813	0.00323505703501242	0.572803870723716	0.859278606254508	0.682905767658792	0.638910681260096	0.453403514180801	0.95252951139167	0.280600397814311	0.245651365175974	0.300158090013963	0.888920091966737	0.344152711849366	0.233538937232568	0.832782499855137	0.0812434525809744	0.592077700573817	0.4829917229506
Cluster_representative_33841	399	3	0	0.000140955419324753	0	0	0.000229261210744728	0.00271239852336189	7.24354238196648e-05	0	0	0.00011986487959028	0.00496943984585152	7.24354238196648e-05	7.24354238196648e-05	0.000185371697653281	0.00496340356053322	0	0.00011986487959028	0.00496943984585152	0.00011986487959028	0.00496943984585152	0.00495945110588567	0.698886283655696	0.027027027027027	NA	NA	0.0436681222707422	0.727092126326251	0.027027027027027	0.027027027027027	0.00142083512140778	0.712560755146403	NA	0.0436681222707422	0.727092126326251	0.0436681222707422	0.727092126326251	0.703428900567688
Cluster_representative_19642	3792	51	2.82007499480826e-05	0.000507544705095808	0.00376856249845801	0.00222776584009459	0.00281388375329278	0.000383988364881161	0.000279881900467875	0.00337443953834674	0.00176913928023749	0.00246697528821199	0.00509386961273358	0.00348188727725622	0.00192620618419576	0.00258255880296732	0.00508785290182707	0.00410549676115247	0.00405904228915433	0.00522434341880577	0.00272431375677036	0.00376198939047916	0.00337361106997685	0.506711177627892	0.0429080012885931	0.437423132751363	0.362411254093054	0.423973860455501	0.959540668866076	0.385949793451749	0.289974622749832	0.356950080948337	0.91238611972677	0.269719514177701	0.189162641968656	0.602576770853973	0.0746936580160661	0.652875920970753	0.526046119152097
Cluster_representative_27831	567	3	0	0.000294759618353135	0.000873149415611945	0.000767950396480684	0.000790909843802301	0.000118309520004028	0.000161882609547666	0.0030181513864133	0.00056219764874435	0.00116685802067694	0.00346691414421454	0.00290751219283756	0.000620874892822038	0.00111453481000372	0.00330746952577452	0.00263391558331464	0.00222065849458374	0.00353836953114515	0.000985146185802057	0.00291318332752959	0.0023176292864996	0.770078275359659	0.0895883777239709	0.855350294961583	0.31701030927835	0.661094224924012	0.982937344987118	0.799156640367298	0.144183452157709	0.512949504846863	0.937555110464633	0.688467652021825	0.625323014891091	0.859898898788124	0.208817806560435	0.847888063186832	0.803847110255593
Cluster_representative_27833	966	14	0	0.000603075647388321	0.00618838346699448	0.00328439461598989	0.00508574238276694	0.000343832041534884	0.000317687185022979	0.00623716786699289	0.00250739031987098	0.00610627231586804	0.00810513451013962	0.0062671727783106	0.00263602674156499	0.00603970722269684	0.00788623681333804	0.00621481662288993	0.00620173603137098	0.00715966161275254	0.00524540207007804	0.00568566763995168	0.00464977013622122	0.522967733141293	0.0508341604262399	0.503910781386579	0.345057171601648	0.583564069886721	0.978789245193603	0.458172021530455	0.262626929749915	0.529048526658954	0.939964541305576	0.237887563078292	0.0910508128101409	0.543818139610508	0.2021453372942	0.680932224033798	0.416145931386369
Cluster_representative_2006	615	12	0.000123324607183098	0.000389961254418086	0.00548181587558343	0.00150724951624534	0.00531854639131835	0.00294175588461448	0.00151600915917342	0.00703991610073783	0.00274174484654076	0.00577187660291888	0.00630995148038478	0.00614898259915281	0.00133398279042161	0.00463691476538332	0.00485943249404772	0.00716226634349126	0.00664172495015301	0.00795752584245578	0.00470477910018033	0.00439962101790247	0.00521848747100389	0.484497956650689	0.830711490595134	0.601902891841348	0.702639338323966	0.528587375226503	0.757123291571596	0.522540758953318	0.288892336435688	0.384449797486785	0.65719071690845	0.512091211311898	0.186930929242036	0.470716656975486	0.27458911861536	0.494387654896138	0.208553980264344
Cluster_representative_19486	345	3	0	0	0.00239642213786365	0	0.00127693364237274	0.000394987095837538	0	0.00342718824203717	0	0.00195426366137045	0.00559173392723076	0.00342718824203717	0	0.00195426366137045	0.00559173392723076	0.00342718824203717	0.0023279149325163	0.00458989729291155	0.00195426366137045	0.00559173392723076	0.00372373657349296	0.766515177041671	NA	0.650380724865119	NA	0.673295454545455	0.964681161427047	0.650380724865119	NA	0.673295454545455	0.964681161427047	0.650380724865119	0.211020186148777	0.695918115857176	0.673295454545455	0.964681161427047	0.775504965884044
Cluster_representative_15148	393	6	0	0.000259848841404835	0.00510729038745484	0.00339781010537763	0.00680135436715014	0.000765853042159584	0.000137106172600541	0.0050365344346479	0.00253795948595475	0.00762221312351507	0.0123274166021007	0.00517364060724844	0.00258162387213327	0.00764824594109745	0.0121989394893142	0.00673264439729715	0.00711426226210791	0.0100012957306102	0.00769814720843174	0.00995623954585971	0.00630281921681305	0.603854146615515	0.0523809523809525	0.492975730264029	0.330601980807543	0.553846484155142	0.968937001689832	0.481299568688619	0.291597241127143	0.538377605601569	0.957959383089698	0.368368504933449	0.163044296382424	0.706380873648254	0.337557194193644	0.790901819489233	0.399696615990202
Cluster_representative_7528	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cluster_representative_36810	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cluster_representative_10738	648	5	0	0.000361624489975768	0.00138689157207676	0.00134768670246876	0.00155359064047152	0.000250713684631072	0.000188295059817121	0.00104692061482185	0.000993334428293778	0.00124625023142051	0.00295573460937621	0.00118130028207816	0.00114590498526478	0.00138654534674979	0.00304438311333692	0.00204025504311563	0.00226127968256825	0.00400265522419806	0.00146272728188485	0.00204638857563571	0.00190191490243404	0.544628378798134	0.0397398361725722	0.337632886179837	0.321634957934742	0.376693941031131	0.957588600168	0.259918884055241	0.254165391361153	0.309357196669856	0.899431485491381	0.32984401048959	0.349818990721081	0.795435134306887	0.00826443217708839	0.609458241183915	0.52566113163279
Cluster_representative_3288	405	4	0	0	0.00193873374618549	0.00105697861151945	0.00228524486794585	0.00072567388749272	0	0.00292853898860652	0.000763954838028912	0.00279575655032142	0.00702417339026063	0.00292853898860652	0.000763954838028912	0.00279575655032142	0.00702417339026063	0.0024600107948909	0.00298784570409377	0.00610959846022453	0.00251010387175409	0.00631404264309284	0.00448207883121696	0.710599271013288	NA	0.668993010895854	0.308219178082192	0.591301168965674	0.948344534853104	0.668993010895854	0.308219178082192	0.591301168965674	0.948344534853104	0.391118046325931	0.293139768170776	0.781949038793272	0.334245981396436	0.858834300005696	0.66411581892893
Cluster_representative_16061	453	1	0	0	0.000996575953564947	0	0	0	0	0.000754165586481582	0	0	0	0.000754165586481582	0	0	0	0.000754165586481582	0.000754165586481582	0.000754165586481582	0	0	0	0.339285714285714	NA	0.339285714285714	NA	NA	NA	0.339285714285714	NA	NA	NA	0.339285714285714	0.339285714285714	0.339285714285714	NA	NA	NA
