Contig	Start	End	Name	SNPs	pi_C2	pi_C3	pi_C4	pi_C2_C3	pi_C2_C4	pi_C3_C4	Fst	Fst_C2_C3	Fst_C2_C4	Fst_C3_C4
NODE_141	3624	3743	fig|6666666.153583.peg.507	2	0.00820451216870654	0.00578671640358215	0.00650814580403188	0.00757765894105395	0.0076973183932725	0.00609846677737939	0.0408951281233402	0.0768106165027067	0.0442997664227215	-0.00802895682063043
NODE_141	3834	3965	fig|6666666.153583.peg.508	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_142	1	150	fig|6666666.153583.peg.509	2	0.00122033898305085	0	0	0.000666666666666667	0.000666666666666667	0	0.0847457627118646	0.0847457627118646	0.0847457627118646	NA
NODE_142	222	455	fig|6666666.153583.peg.510	3	0.00353939761888498	0.00220630945930775	0.00430226530780508	0.00290234705754916	0.00448283613584636	0.00405498728672762	0.121693824103777	0.0101619544003455	0.125368105250902	0.197460521218397
NODE_142	601	2484	fig|6666666.153583.peg.511	40	0.00598776065580054	0.00488166985822822	0.00420959556663153	0.00566783584967462	0.00555088470664468	0.00504621854998797	0.0729122327415974	0.0411304418199805	0.0814656796757698	0.0992001897260851
NODE_142	2462	2872	fig|6666666.153583.peg.512	6	0.00620909234055207	0.00536765455966067	0.00585880730306359	0.00651747993112984	0.00612072866226934	0.00646477126828064	0.0872861548552597	0.11186938643892	0.0141778610439715	0.131720102936448
NODE_142	3057	3335	fig|6666666.153583.peg.513	4	0.00440138264006043	0.00378412059227	0.00191575605320346	0.00421832084639662	0.00337583901440277	0.00300879420795269	0.0473165100937987	0.0297675863936868	0.0643601981148572	0.0527971919103288
NODE_142	3354	3467	fig|6666666.153583.peg.514	1	0.00229607598028651	0.00205541347477098	0.00185513288170922	0.00216084112392046	0.00206642285850207	0.0019405318379442	-0.00629503918916519	-0.00689713067901976	-0.00444322054318258	-0.00759654647641139
NODE_142	3468	3794	fig|6666666.153583.peg.515	2	0.0012898537560178	0.00206748493204312	0.0023240535922673	0.00175587758644803	0.0019329783568134	0.00228625777528137	0.0491574641170524	0.0439713127005359	0.0651971514459201	0.0395793134547227
NODE_143	1	96	fig|6666666.153583.peg.516	2	0.00671897546897547	0	0	0.00397727272727273	0.00397727272727273	0	0.155328798185941	0.155328798185941	0.155328798185941	NA
NODE_143	100	270	fig|6666666.153583.peg.517	1	0	0.000233918128654971	0	0.000116959064327485	0	0.000116959064327485	0	0	NA	0
NODE_143	326	3304	fig|6666666.153583.peg.518	33	0.00120426082214783	0.000662801728415067	0.00179086227427227	0.00100976386678655	0.00180441627968746	0.00153817202597479	0.159552196168654	0.0754954638530448	0.170057616378054	0.202409105986577
NODE_143	3291	3431	fig|6666666.153583.peg.519	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_143	3586	3729	fig|6666666.153583.peg.520	2	0.00163312589916023	0	0.00157867494824017	0.000931571815718157	0.00158488192024777	0.000892857142857143	0.0579325378185707	0.123456790123457	-0.0132618734455221	0.115942028985507
NODE_144	2	664	fig|6666666.153583.peg.521	9	0.00492292979336253	0.00359416492378524	0.00400674073176376	0.00499685812695157	0.00487384943650363	0.00406995212018503	0.10163251000176	0.147754999165467	0.0839201496207683	0.0662168213414469
NODE_144	781	1155	fig|6666666.153583.peg.522	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_144	1184	1651	fig|6666666.153583.peg.523	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_144	1670	3772	fig|6666666.153583.peg.524	11	0.00142731253780531	0.00150490046688816	0.000713066586651045	0.00154850650877612	0.00114593423827858	0.00137498538824392	0.104227606019192	0.0532125670524402	0.0660986237431771	0.193457955079831
NODE_144	3797	3919	fig|6666666.153583.peg.525	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_145	2	208	fig|6666666.153583.peg.526	2	0.00239445494643982	0.00494391950408128	0.00499015751097157	0.00425440973645132	0.00448085136175874	0.00475173980608763	0.0858952224460711	0.137556687635572	0.175981095865571	-0.0453094466921291
NODE_145	355	549	fig|6666666.153583.peg.527	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_145	628	1251	fig|6666666.153583.peg.528	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_145	1292	2077	fig|6666666.153583.peg.529	1	0	0	0.000239896122649804	0	0.000132758048456688	0.000132758048456688	0.0964912280701754	NA	0.0964912280701753	0.0964912280701753
NODE_145	2077	3462	fig|6666666.153583.peg.530	1	0.000108662643648649	0	0	5.86585952439611e-05	5.86585952439611e-05	0	0.0737704918032787	0.0737704918032788	0.0737704918032785	NA
NODE_145	3673	3909	fig|6666666.153583.peg.531	12	0.0172659115479407	0.0153407315828039	0.0141829286566129	0.0177964865973245	0.0175419798044402	0.0190721790854909	0.140065857180157	0.0839022367581642	0.1036120051685	0.226001913387106
NODE_146	139	1563	fig|6666666.153583.peg.532	13	0.00273466182165875	0.00295923917312278	0.00321503574286138	0.00290465863164745	0.00310552282242613	0.00313465394845159	0.0257958349711938	0.0198674410920221	0.0420779519707343	0.015158448505292
NODE_146	1836	3614	fig|6666666.153583.peg.533	20	0.00202564347552845	0.00251953131928741	0.00339185981501171	0.00237486684381516	0.00288199574236789	0.00310705786151441	0.0510389643874979	0.0430674446753088	0.0601125444257137	0.0487156342466951
NODE_147	3	500	fig|6666666.153583.peg.534	8	0.00533401758110294	0.00307024685058375	0.00291602233742269	0.00444696249346704	0.0043865255155162	0.00294532112708541	0.0389277355344184	0.0550556200964987	0.0596156469005764	-0.0162337024910846
NODE_147	497	958	fig|6666666.153583.peg.535	2	0.000929009975927712	0.00142235104860497	0.00173905053262737	0.00120935411655473	0.00145746610332445	0.0016528133756157	0.0530651577888211	0.027844287977719	0.0846920890752462	0.0436302041497391
NODE_147	955	1932	fig|6666666.153583.peg.536	3	0.000368443839083629	0.000558560026403137	0.000230184161364711	0.000478440803800975	0.00030742969001682	0.000412306050669922	0.0342090803102513	0.0312240739897395	0.0263985231621762	0.0434967101667768
NODE_147	1926	3617	fig|6666666.153583.peg.537	7	0.00110435581412201	0.00124524885922424	0.000884906891786654	0.00118529416571103	0.00103501979795389	0.00109345393451627	0.0239172855442856	0.00885166681944705	0.0390219057446037	0.0259508499764797
NODE_147	3601	3720	fig|6666666.153583.peg.538	2	0.00715927072583419	0.00773317712829366	0.00366013071895425	0.00723397546152964	0.00582974159736134	0.00630900508351489	0.042334967863319	-0.0293405011757404	0.0720513710517181	0.0970598615447266
NODE_148	212	844	fig|6666666.153583.peg.539	9	0.00331530609490982	0.00029342287064137	0.00393651388447436	0.00211189725464025	0.00362386356956983	0.00264679832791199	0.0998879085612594	0.145619192026953	-0.000564706723355179	0.200933310538122
NODE_148	834	2003	fig|6666666.153583.peg.540	57	0.0108010183062333	0.0104827802860723	0.011375279176765	0.011556954217874	0.0121115839461295	0.0126504180265097	0.100770473750525	0.0791778616121844	0.0845005252147372	0.13607362946298
NODE_148	2220	2561	fig|6666666.153583.peg.541	3	0.00390539456234607	0.00367871269909023	0.0040303830681605	0.00390287765478118	0.0041243049594057	0.00388541705244688	0.0250247087436282	0.0283954645432608	0.0379254554869179	0.00794487912232511
NODE_148	2562	3728	fig|6666666.153583.peg.542	18	0.00392570369687326	0.00409040586853118	0.00382048841213571	0.00421240928865186	0.00400115016837557	0.00406842805302662	0.0362636366589123	0.0485125000792702	0.0320043258768956	0.0277701636161714
NODE_149	75	224	fig|6666666.153583.peg.543	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_149	217	351	fig|6666666.153583.peg.544	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_149	351	557	fig|6666666.153583.peg.545	1	0.00199371213863967	0.00138348904643723	0.00102212051868802	0.00173117638113954	0.00162544041262577	0.00119695578912893	0.0338746942804318	0.024593559076318	0.0723029174425824	-0.00488655762127932
NODE_149	550	1602	fig|6666666.153583.peg.546	15	0.00395884211568881	0.00269097166568099	0.00275983512368036	0.00337626318644455	0.00339689443132612	0.00272174938840765	0.00897935083226087	0.0152109870953921	0.0110559254639152	-0.00134252120661182
NODE_149	1592	3451	fig|6666666.153583.peg.547	36	0.00548290869315125	0.00524116515465116	0.00542509949184161	0.00544163653318384	0.00550513803182672	0.00533649340391726	0.00823511776258212	0.0146278805644632	0.00928840276750098	0.000629829443508645
NODE_15	2	283	fig|6666666.153583.peg.548	10	0.0100006086768519	0.0141611441376159	0.00569378536201264	0.0137141648647454	0.00946124475035307	0.0119145017840681	0.149170317449432	0.119094999485542	0.17059570632718	0.166774664208861
NODE_15	571	1287	fig|6666666.153583.peg.549	17	0.00837159721556373	0.00839427809632516	0.00449361414761424	0.00851677994739147	0.00732711730546252	0.00825868333048084	0.117957955331866	0.0157151285196721	0.122082339695402	0.219736867959736
NODE_15	1322	2548	fig|6666666.153583.peg.550	4	0.0010151095570837	0.00081885067802226	0.000509312447870095	0.0009418707532179	0.000858532487870928	0.000806331950300842	0.101069916608279	0.0264268059920997	0.11219317469616	0.176416657310418
NODE_15	2545	3564	fig|6666666.153583.peg.551	6	0.00186354216198671	0.0014742846218027	0.00120745455904686	0.00170593541918429	0.00179921572722117	0.00148116071531049	0.0884482421297866	0.0217018926233957	0.146573511288548	0.0947170171579252
NODE_15	3565	4110	fig|6666666.153583.peg.552	3	0.00108162562920483	0.000985459556888128	0.000783916386801856	0.00103705916605703	0.000937591919423031	0.00089046880955867	0.00492765491886282	0.00339090875974313	0.00514180137415665	0.00649190364853158
NODE_15	4123	4239	fig|6666666.153583.peg.553	1	0	0	0	0	0	0	NA	NA	NA	NA
NODE_15	4316	4486	fig|6666666.153583.peg.554	1	0.0023663624771658	0.00262900351289263	0.00289014547387753	0.00249821016986017	0.0031062141361814	0.00305882153283446	0.0897740165066092	0.000211021009086321	0.153872250818905	0.0978308267537552
NODE_15	4488	5006	fig|6666666.153583.peg.555	6	0.000963586355852464	0.0012790265006914	0	0.00115319365413815	0.000572409040406171	0.000726010422431902	0.0852500987962326	0.0276512325157138	0.158306134395851	0.119140399935948
NODE_15	5041	5832	fig|6666666.153583.peg.556	3	0.00123836772326342	0.000603291678047151	0.000427112064172808	0.000965117455827577	0.000904138576745057	0.000515561458155776	0.0486603380326525	0.0458884614560341	0.0789687387125759	0.00069746688800687
NODE_15	6050	6193	fig|6666666.153583.peg.557	3	0.00544217341049423	0.00333654486308205	0.0014047800661073	0.00446709120376346	0.00371904598881661	0.00245339352181833	0.0428620760592084	0.0174010476682983	0.0794744811988463	0.0337210710340253
NODE_15	6197	6373	fig|6666666.153583.peg.558	3	0	0.00114090807392492	0	0.00063787133223984	0	0.00063787133223984	0.105691056910569	0.105691056910569	NA	0.105691056910569
NODE_15	6634	9105	fig|6666666.153583.peg.559	22	0.00161556657570545	0.00147943955402147	0.00102727342843163	0.00162034065594922	0.00152457954725109	0.00133624685148582	0.0800879530148907	0.0449520234021955	0.133256113496249	0.0620322211925902
NODE_15	9234	9410	fig|6666666.153583.peg.560	3	0.000219363910468814	0	0	0.000110778774786751	0.000110778774786751	0	0.00990099009901002	0.00990099009900991	0.00990099009900991	NA
NODE_15	9490	10452	fig|6666666.153583.peg.561	4	0.000837157874360998	0.000615463417269578	0.000641411292815803	0.000768512570427319	0.000766087108498154	0.0006825943516398	0.0555483392166148	0.0549137727032425	0.0349862628054107	0.0793399424812227
NODE_15	10504	12315	fig|6666666.153583.peg.562	20	0.00451447268434801	0.00394516790998153	0.00326058807297569	0.00434456745578011	0.00413647583787577	0.0038530151383364	0.0497670550266632	0.0264116416152489	0.060182984011278	0.0649198453359272
NODE_15	12492	13253	fig|6666666.153583.peg.563	23	0.0107012627119934	0.0121390326816382	0.00930487118209634	0.0119372042520871	0.0102756450095741	0.0114316511261391	0.0445640088213655	0.0433147112466399	0.0265266133926682	0.062081950056105
NODE_15	13267	14091	fig|6666666.153583.peg.564	15	0.00710855136467607	0.00702823738224547	0.00569554427955247	0.00710723629505437	0.00668523287440834	0.00671352151395402	0.0328517489031883	0.00546512314788716	0.0423597887484412	0.0523764886020228
NODE_15	14084	15169	fig|6666666.153583.peg.565	28	0.00791987783497536	0.00706679709213231	0.00604171347799162	0.00762004112273693	0.00727429166274769	0.00682020275852544	0.0315985178462657	0.016627687061299	0.0403470220705089	0.0389940714198027
NODE_15	15177	15479	fig|6666666.153583.peg.566	5	0.00175618491445245	0.00286330666665252	0.00146714900322984	0.00234432579429215	0.00160283949831181	0.00220796416319447	0.0111271212011791	0.0147505111379392	-0.00550738894233294	0.0193555352780083
NODE_15	15476	16801	fig|6666666.153583.peg.567	31	0.00404671871323448	0.00789297179165276	0.00466422172523101	0.00709802661090293	0.00562192898392739	0.00791008278553076	0.19515844207423	0.158942959825816	0.225271213548827	0.206253976263462
NODE_15	16798	18000	fig|6666666.153583.peg.568	20	0.00446425601586825	0.00546270127957802	0.003485557262922	0.00503882415352506	0.00459355412866998	0.00500455937453418	0.0836529557668793	0.0149529936958041	0.13467730475051	0.105989371608472
NODE_15	18068	18196	fig|6666666.153583.peg.569	1	0.00281644448163887	0.00190079502818135	0.00388681736607683	0.00240854716773478	0.00372609511687857	0.00367278750885392	0.122700130708229	0.0207292651327342	0.100497754693502	0.212095393443522
NODE_15	18223	18891	fig|6666666.153583.peg.570	10	0.00432787262182074	0.00485888886816798	0.00319591641917556	0.00465995293051323	0.00394024656867662	0.00442847271713574	0.0495825128175255	0.0142860210202878	0.0452641846315639	0.0905662288291972
NODE_15	18927	19592	fig|6666666.153583.peg.571	21	0.00763361325792449	0.010181147428027	0.00176356570761005	0.00911557944957873	0.0052825403567241	0.00725389414734602	0.0957734261822725	0.0228399201339429	0.110543570805573	0.176668911000911
NODE_15	19656	19922	fig|6666666.153583.peg.572	2	0.00174037227568939	0.00164851850245109	0.00117028084642097	0.00168492392028761	0.0015485029677815	0.00146022828607098	0.0286522005961571	-0.00565097846139073	0.0601719264767153	0.0348086748625588
NODE_15	19932	20888	fig|6666666.153583.peg.573	25	0.00858635645458817	0.00825540717485961	0.00737449252826013	0.00858890679207483	0.00891622509461371	0.00903358754425856	0.0875122584298825	0.0195630225613793	0.104954797939643	0.134900745327167
NODE_15	20881	21225	fig|6666666.153583.peg.574	4	0.00501242044464805	0.0035040206238676	0.00426987105841538	0.00452973470134597	0.00510014654638024	0.0050916115003027	0.13145274424409	0.0599404126266966	0.0899975698098888	0.236598110262261
NODE_15	21295	22335	fig|6666666.153583.peg.575	27	0.0101412824094536	0.00807673451200117	0.0050037025524066	0.00973620968530565	0.00909443538029637	0.00793445510095873	0.132388097584119	0.0644194450253942	0.167348805695364	0.175719258728476
NODE_15	22344	22586	fig|6666666.153583.peg.576	1	0.00207381484721817	0.00206555762111318	0.00149557439404071	0.00205877043147384	0.00206619052792693	0.00197980426738597	0.0769592845852928	-0.00530209805083337	0.136239085163129	0.100635332033144
NODE_15	22583	23653	fig|6666666.153583.peg.577	21	0.00375609851682224	0.00350027147551323	0.00116462202802476	0.00365580172715547	0.00271024761710818	0.0025027413945455	0.0504915192653476	0.00755422012703644	0.0922009277334279	0.0680432437596794
NODE_15	23653	23817	fig|6666666.153583.peg.578	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_15	23875	24474	fig|6666666.153583.peg.579	10	0.00512535933265924	0.00377073195900018	0.00343465087941896	0.0045163624364272	0.00453485644231931	0.00386420347041198	0.0452699232184393	0.0151265075731033	0.0561983250234639	0.0676755386212963
NODE_15	24584	25999	fig|6666666.153583.peg.580	10	0.00254582319780674	0.00199289109822365	0.0021058406454684	0.00251442981403417	0.00235298773321594	0.0022435406426448	0.065589367275272	0.0974664970368685	0.0115409915636284	0.0865483633806052
NODE_15	25984	26640	fig|6666666.153583.peg.581	14	0.00844196219803586	0.00769260299299902	0.0086674599233112	0.00872510753206552	0.00873869833465558	0.00891034829728929	0.0596087002406924	0.0753944789941575	0.0210543111726832	0.0819627712371646
NODE_15	26769	27434	fig|6666666.153583.peg.582	12	0.00636305064408819	0.0070987740009169	0.00621239721356975	0.00685271396492439	0.00632964373513252	0.0067992704422283	0.0153844462283742	0.0177742195348123	0.00662277500246522	0.0211323900418176
NODE_15	27436	27912	fig|6666666.153583.peg.583	5	0.00361212874721409	0.00376047229393465	0.00360788310423522	0.00372946169502587	0.00382904698750798	0.00413124996400947	0.0606748627243123	0.0115730306357779	0.057205112002526	0.108217190637054
NODE_15	27986	29230	fig|6666666.153583.peg.584	30	0.0053318460977411	0.00436261227127757	0.00407512266687788	0.0049156675324605	0.00480655237665968	0.00449130290553206	0.0312337612951282	0.0139224932319444	0.0214432271352513	0.0606584419231158
NODE_15	29303	30463	fig|6666666.153583.peg.585	7	0.00201871423790914	0.00165896192663932	0.00168291002310306	0.00187228873350001	0.00191928852814383	0.00185916208393538	0.0513478219721256	0.0178661819767746	0.0356780112180163	0.101242441791712
NODE_15	30645	31253	fig|6666666.153583.peg.586	25	0.0119876038643056	0.0106593954282618	0.0119149760681667	0.011619444046724	0.0125874982868953	0.0120341244177254	0.0463311800982873	0.0254697556311851	0.050542872472247	0.0620683851673457
NODE_150	271	1221	fig|6666666.153583.peg.587	5	0.000492781959027375	0.000195804989355885	0.000877573159930272	0.000390158682294635	0.000738091733734214	0.00072790182189979	0.156232944523302	0.117555267085839	0.0716905119471845	0.262690299026392
NODE_150	1218	2306	fig|6666666.153583.peg.588	27	0.00577675329027243	0.0024483760495516	0.00471457589425717	0.00500696718698328	0.00555124354096289	0.00376236303636986	0.0964255031230441	0.178631591474469	0.0550469361402015	0.0480780463546151
NODE_150	2310	3170	fig|6666666.153583.peg.589	3	0.000831025459037879	0	0.000629563368038194	0.000529227670883324	0.000729375603693442	0.000367740877551991	0.101918972583831	0.214869606448554	-0.00125972110931794	0.144012256362244
NODE_150	3170	3694	fig|6666666.153583.peg.590	3	0.000407435701553349	0	0	0.000224089635854342	0.000224089635854342	0	0.0909090909090908	0.0909090909090909	0.0909090909090908	NA
NODE_151	3	1223	fig|6666666.153583.peg.591	17	0.00280725392998357	0.0026158640372974	0.00318721371794679	0.00386853180544188	0.00408158176707284	0.00293065971082931	0.208665463289433	0.299072847268277	0.265668558169133	0.00993661362307141
NODE_151	1227	1520	fig|6666666.153583.peg.592	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_151	1706	2413	fig|6666666.153583.peg.593	25	0.00752147223868483	0.00583279446035596	0.00493233584250463	0.0068486462643715	0.00648383562100883	0.00549622124346795	0.0287911803374439	0.0250433309343722	0.0396264796691631	0.0206789514109768
NODE_151	2423	2830	fig|6666666.153583.peg.594	9	0.00683216686132995	0.00636946893097481	0.00400393644189555	0.00659292838439999	0.00579573404742127	0.00540934307988479	0.0332864981481259	-0.00119666274110575	0.0651655843277633	0.0411584900720234
NODE_151	2966	3244	fig|6666666.153583.peg.595	16	0.0112464020893734	0.0122894647387836	0.0120950440691829	0.0118817040873207	0.0121796100025554	0.0132894428601443	0.0460458152155236	0.00957528250208206	0.0417818734073184	0.0825609070077408
NODE_151	3493	3669	fig|6666666.153583.peg.596	9	0.0109614814933305	0.0128027554374357	0.0105011934691971	0.0130603195433344	0.0111374037549219	0.0151590251242592	0.129363278894237	0.0902122703845006	0.0364596886845097	0.231350673423611
NODE_152	2	3586	fig|6666666.153583.peg.597	45	0.0035886685424138	0.00410209530675596	0.00296839137999706	0.00404644140697879	0.00356169592526576	0.00409549997658454	0.0892442282771631	0.0496879757228539	0.0795031271624337	0.136798104361181
NODE_153	2	463	fig|6666666.153583.peg.598	12	0.00483754628224031	0.00677984621347145	0.00182714999202859	0.00653942406743749	0.00381933468525522	0.00482092573127787	0.114306855196002	0.111741922843054	0.127505596721023	0.107329516646732
NODE_153	613	1389	fig|6666666.153583.peg.599	1	0.000272541449012037	0.000236387991490032	0	0.000249829661594367	0.000151411916117798	0.000128700128700129	0.0396501457725946	-0.0185528756957332	0.1	0.0816326530612246
NODE_153	1398	1625	fig|6666666.153583.peg.600	1	0.000809716599190283	0	0	0.00043859649122807	0.00043859649122807	0	0.0769230769230768	0.0769230769230769	0.0769230769230769	NA
NODE_153	1616	3349	fig|6666666.153583.peg.601	1	0.000241379490310897	0.00018536826495304	0.000255794917587528	0.000214282545597424	0.000242602697187472	0.000222699373867194	-0.00435274155254883	0.00424051321082963	-0.0246679316888045	0.00950960283423441
NODE_154	1	3501	fig|6666666.153583.peg.602	104	0.00879094780143205	0.0086171717058082	0.00809729555718699	0.0089765211689091	0.00886875583307214	0.00887672940444519	0.0455276944214267	0.0303526733978716	0.0478797885244661	0.0585233309790251
NODE_155	2	520	fig|6666666.153583.peg.603	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_155	703	1122	fig|6666666.153583.peg.604	6	0.00236825163140953	0.00174644403215832	0.00266901296313061	0.00443800643800644	0.00516606266606267	0.00241846791846792	0.435750656123416	0.536425225938138	0.512465786794326	0.0871375713583814
NODE_155	1119	1430	fig|6666666.153583.peg.605	2	0.00160070282021502	0	0	0.000915750915750916	0.000915750915750916	0	0.126016260162602	0.126016260162602	0.126016260162602	NA
NODE_155	1547	1894	fig|6666666.153583.peg.606	6	0.00762933829660911	0.00374559287471777	0.00653692649271897	0.00632806417764259	0.00706216513667749	0.00535353363978506	0.0443830458214948	0.101231367760526	-0.00296895606103265	0.0396511856186276
NODE_155	1894	3426	fig|6666666.153583.peg.607	33	0.00518247183692357	0.0058520932958703	0.00459795538183521	0.00587839411473857	0.00526247063518201	0.00611592469417177	0.0941234715023602	0.0614303058442837	0.0707380718314917	0.145668954388533
NODE_156	515	1672	fig|6666666.153583.peg.608	34	0.0129415786268738	0.00362969783630702	0.0141241634718974	0.0113596781031129	0.0143047857163174	0.0135787170456049	0.217814681214407	0.270609769363106	0.0539619874243378	0.346261460174143
NODE_156	1662	3356	fig|6666666.153583.peg.609	13	0.0025531403300036	0.00241271386593719	0.00264232748111332	0.00289005057964683	0.00266186755316888	0.00265930281925363	0.0734408778591271	0.140870711586712	0.0240934781048987	0.049555148354772
NODE_157	286	402	fig|6666666.153583.peg.610	1	0.0034020034020034	0.00150003510720464	0.00422664567401409	0.002687598841445	0.00455984830984831	0.00477687376725838	0.240814991128691	0.0880263762555344	0.163497494034919	0.400582780680692
NODE_157	456	2894	fig|6666666.153583.peg.611	17	0.00156754926752667	0.00103846163436177	0.00163310786432029	0.00138303344329581	0.00178739983532695	0.00188179636180266	0.160940996765189	0.0578641049784638	0.104661120419795	0.290154462802011
NODE_157	3185	3343	fig|6666666.153583.peg.612	7	0.0200018599139009	0.0117963254052115	0.0150736067638788	0.0179614347403548	0.0231606779223028	0.0235554695732935	0.275300800329895	0.114820564760622	0.242779792641489	0.429645584319946
NODE_158	1	1032	fig|6666666.153583.peg.613	41	0.00781590437231139	0.00957674865878573	0.00940558085972567	0.00925708070393668	0.00986182492363362	0.0103236160886665	0.0898118663509623	0.0605757048385294	0.126861135469653	0.0806356340899433
NODE_158	1038	1154	fig|6666666.153583.peg.614	2	0.00569272817334833	0.0057414305476321	0.00452618051117113	0.00575862098286632	0.00505122210548567	0.00538439453168135	0.0144433096123301	0.00721381429680945	-0.0115283461225784	0.0465398664242178
NODE_158	1174	1329	fig|6666666.153583.peg.615	2	0.00609010710529717	0.0047118863832347	0.00554187622858499	0.00560924030874706	0.00698404631140109	0.00767751901330333	0.193723722053467	0.0371250923509892	0.16724611956728	0.33222160739346
NODE_158	1329	1508	fig|6666666.153583.peg.616	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_158	1693	2697	fig|6666666.153583.peg.617	2	0	0.000161684298368379	0	8.77963125548727e-05	0	8.77963125548727e-05	0.0792079207920792	0.0792079207920792	NA	0.0792079207920792
NODE_158	2753	2911	fig|6666666.153583.peg.618	4	0.01262907928694	0.0125500684818784	0.00966718236266183	0.0126653767673715	0.0121720702766924	0.01321594133366	0.0842778628386508	0.00598504761086904	0.0841220456845523	0.159452577624776
NODE_158	3161	3259	fig|6666666.153583.peg.619	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_159	1	3330	fig|6666666.153583.peg.620	59	0.00375790785797885	0.00420907704352368	0.00221833534516662	0.00433690832802397	0.00352356271126329	0.00388487903163451	0.132821058106631	0.0814902807580746	0.151960147602591	0.172765440525692
NODE_16	116	544	fig|6666666.153583.peg.621	1	0.000914470145239376	0.000982336364250324	0.000858288409428094	0.000936619941144828	0.000873442072920561	0.000913343884430624	-0.0116358051656129	-0.0125806776926181	-0.0148117486142105	-0.00762965902260215
NODE_16	609	1262	fig|6666666.153583.peg.622	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_16	1504	2235	fig|6666666.153583.peg.623	13	0.00695558915321063	0.00540323392602442	0.00623350927672547	0.00668310215506869	0.00669767316868199	0.00643452498337477	0.0617183657178869	0.0753677863608809	0.0153969820737361	0.0957573999000421
NODE_16	2235	2531	fig|6666666.153583.peg.624	3	0.00329198297060626	0.00169763603046961	0.00349823739236045	0.00259972885189958	0.0033719471100012	0.0027416175814695	0.025872782640898	0.0403578055015168	-0.00686934602664913	0.0524073346427324
NODE_16	2572	3402	fig|6666666.153583.peg.625	8	0.00283738222353559	0.0028295420643958	0.00348912196782107	0.00285966131963877	0.00327503469858828	0.00335919309894658	0.0355852967368274	0.00916163585287055	0.0341317308662817	0.0594967532235094
NODE_16	3416	4732	fig|6666666.153583.peg.626	15	0.00373706359588701	0.00366179403692469	0.00421097875037383	0.00377139390272933	0.00417598231194831	0.00417156209075932	0.0420087890061311	0.0190818270855758	0.0483625465175072	0.0563759311244609
NODE_16	4732	5895	fig|6666666.153583.peg.627	8	0.00160269439948824	0.00161383317894699	0.00192023301816151	0.00160856498071697	0.00183706871791439	0.00189727610901617	0.0385836966133548	0.000187242357605699	0.0411552427801134	0.0686473675829173
NODE_16	5889	6440	fig|6666666.153583.peg.628	4	0.00135111018601136	0.00136888580887451	0.00135534990531118	0.00135848903787158	0.00147942608451521	0.00147783371351751	0.055703643758701	-0.00111076315619463	0.0853006717772562	0.0783009992032431
NODE_16	6765	6902	fig|6666666.153583.peg.629	1	0.000254218655526851	0.00116402116402116	0.000140706345856198	0.00073848101935828	0.00019611725196771	0.000690689483429036	0.0408183653366736	0.0397587870434184	-0.00685941043083882	0.0554890864995958
NODE_16	6966	7685	fig|6666666.153583.peg.630	5	0.001491538199535	0.0015822278618522	0.00113801484769227	0.0015270711026768	0.00142587867174807	0.00149030846195602	0.0520963029801218	-0.00642532492403158	0.077918374358055	0.0873558129119903
NODE_16	7710	8147	fig|6666666.153583.peg.631	4	0.0021975884615071	0.00233292574125639	0.00163608301205155	0.00232396338167771	0.00215903361205839	0.00247714432327192	0.114012642279813	0.025261275955899	0.112178834978007	0.198874139867332
NODE_16	8140	8928	fig|6666666.153583.peg.632	3	0.000709744090253529	0.000530727210004966	0.000548509751011897	0.000623811857750234	0.000633621899467392	0.000535599791247297	0.00226013461822827	0.00573283046251094	0.0070941027108703	-0.0075031568846875
NODE_16	8922	10109	fig|6666666.153583.peg.633	10	0.00198559611657894	0.00201419837540438	0.00152786944531303	0.00203211524511202	0.00180386257377688	0.00190067833731685	0.0364310171672609	0.0158544153427598	0.0261271526534418	0.0682095567739055
NODE_16	10131	12446	fig|6666666.153583.peg.634	17	0.00185898813353223	0.00165149864893454	0.00162631682403382	0.00179415845638127	0.0018935669166542	0.00187189433701653	0.0760512635040389	0.0216898708190879	0.079698497340581	0.124465679459072
NODE_16	12412	12969	fig|6666666.153583.peg.635	10	0.00572739396062095	0.00615723198413012	0.00622034835522521	0.00597978204246374	0.0060938500199696	0.0062478903653913	0.0118193304460056	0.00626595916408468	0.0196885157418304	0.00945922419525869
NODE_16	12966	13862	fig|6666666.153583.peg.636	4	0.000823426785329407	0.00115761434138794	0.000797245837705305	0.00100729623523859	0.000803422249122195	0.000998871313906135	0.0111414249381087	0.0166541592165713	-0.00860576415790715	0.0214654521168143
